Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron
2024-09-09,Dinner,398,4,1,1,1,0,210,235,923,0,0,0,112,0,7,4,15
2024-09-09,Lunch,467,4,1,0,0,0,71,140,878,59,6,37,51,1,161,41,4
2024-09-09,Snacks,160,4,2,0,0,0,0,80,0,32,2,14,4,0,0,4,22
2024-09-10,Breakfast,563,34,12,6,11,0,1131,740,1005,17,4,11,47,491,42,43,43
2024-09-10,Dinner,453,4,1,0,0,0,81,199,787,38,5,23,69,1,182,60,5
2024-09-10,Lunch,536,17,7,1,7,1,142,224,1868,42,8,23,54,2,363,14,39
2024-09-10,Snacks,480,11,5,0,0,0,10,282,412,80,6,40,25,0,191,18,30
2024-09-11,Breakfast,569,30,10,6,11,0,1116,629,1586,32,9,19,43,506,61,31,46
2024-09-11,Dinner,662,41,10,4,2,0,160,497,604,25,16,4,53,0,30,19,38
2024-09-11,Lunch,401,4,1,0,0,0,72,148,590,43,6,26,52,1,155,44,5
2024-09-11,Snacks,400,14,6,0,0,0,20,400,300,34,2,4,40,0,0,22,8
2024-09-12,Breakfast,757,33,10,6,11,0,1118,977,1367,59,15,17,63,506,43,35,56
2024-09-12,Dinner,481,10,4,0,0,0,82,343,422,29,1,7,71,0,0,50,4
2024-09-12,Lunch,495,17,7,1,7,1,142,349,2056,32,11,12,55,2,357,19,42
2024-09-12,Snacks,160,4,2,0,0,0,0,80,0,32,2,14,4,0,0,4,22
2024-09-13,Breakfast,668,31,10,6,11,0,1116,870,1016,48,12,7,54,506,38,29,53
2024-09-13,Dinner,100,0,0,0,0,0,0,60,0,22,0,6,2,0,0,0,0
2024-09-13,Lunch,979,40,16,2,16,2,352,548,2977,28,9,11,123,5,265,19,82
2024-09-13,Snacks,427,8,3,0,0,0,10,200,828,70,6,37,22,0,67,12,4
2024-09-14,Breakfast,673,31,10,6,11,0,1181,987,1698,26,2,20,72,640,47,57,48
2024-09-14,Dinner,1093,38,9,9,14,0,354,890,2258,32,24,0,154,0,0,37,75
2024-09-14,Snacks,33,0,0,0,0,0,0,2,139,9,2,4,0,0,65,2,4
2024-09-15,Breakfast,1747,79,21,15,24,0,1434,1578,3802,59,31,15,201,815,109,98,126
2024-09-16,Breakfast,895,34,10,7,12,0,1163,1090,767,72,14,8,83,8,0,48,44
2024-09-16,Dinner,499,15,1,0,0,0,59,72,133,15,2,4,78,0,62,17,4
2024-09-16,Lunch,373,16,7,1,7,1,143,153,1045,5,3,3,50,2,13,6,46
2024-09-16,Snacks,416,11,5,0,0,0,10,375,588,62,7,23,25,0,14,20,28
2024-09-17,Breakfast,727,28,9,5,9,0,977,854,715,48,10,8,75,8,0,46,35
2024-09-17,Dinner,355,12,0,0,0,0,0,92,426,13,4,6,49,0,13,4,2
2024-09-17,Lunch,277,2,1,1,1,0,128,147,917,7,4,3,72,0,21,6,30
2024-09-17,Snacks,300,9,3,1,1,0,10,370,150,40,5,2,23,0,0,11,8
2024-09-18,Breakfast,769,28,9,5,9,0,980,918,928,52,10,11,82,16,0,62,35
2024-09-18,Lunch,271,2,1,1,1,0,124,143,901,7,4,3,70,0,21,6,30
2024-09-18,Snacks,360,11,5,0,0,0,10,280,150,49,3,16,24,0,0,15,26
2024-09-19,Breakfast,915,57,17,14,21,0,1964,1030,829,20,12,2,78,0,0,41,62
2024-09-19,Dinner,273,2,1,1,1,0,125,144,906,7,4,3,71,0,21,6,30
2024-09-19,Lunch,358,12,0,0,0,0,0,98,454,14,4,7,49,0,14,5,2
2024-09-19,Snacks,421,8,3,0,0,0,10,200,502,66,3,19,22,0,22,12,4
2024-09-20,Breakfast,763,35,9,9,12,0,1026,1048,464,44,13,1,69,0,0,37,37
2024-09-20,Dinner,200,7,3,0,0,0,10,200,150,17,1,2,20,0,0,11,4
2024-09-20,Lunch,291,3,1,1,1,0,113,214,1154,17,6,8,64,0,28,9,25
2024-09-20,Snacks,217,1,0,0,0,0,0,4,167,47,3,11,3,0,115,4,1
2024-09-22,Breakfast,430,25,8,5,10,0,987,575,394,4,0,1,43,15,0,35,26
2024-09-22,Dinner,301,3,1,1,1,0,145,165,900,5,3,2,80,0,17,6,26
2024-09-22,Lunch,435,5,0,0,0,0,21,213,660,41,4,27,64,0,67,37,6
2024-09-22,Snacks,132,1,0,0,0,0,0,0,0,28,0,0,2,0,0,0,0
2024-09-23,Breakfast,994,62,17,8,10,0,978,853,868,32,16,8,79,0,14,28,51
2024-09-23,Dinner,278,2,1,1,1,0,75,256,1240,31,5,20,43,0,35,10,8
2024-09-23,Lunch,388,9,3,0,0,0,70,564,637,42,3,23,39,0,90,15,9
2024-09-23,Snacks,358,3,0,0,0,0,54,110,343,41,2,8,42,0,62,31,4
2024-09-24,Breakfast,604,33,8,9,12,0,982,766,980,33,17,9,47,0,16,31,40
2024-09-24,Dinner,843,26,10,1,11,0,386,360,2246,0,0,0,142,0,0,16,58
2024-09-24,Lunch,340,2,1,0,0,0,51,106,682,41,4,25,40,0,77,31,3
2024-09-24,Snacks,130,1,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0
2024-09-25,Breakfast,696,33,10,4,8,0,848,1069,381,51,4,3,50,0,0,21,24
2024-09-25,Dinner,1031,54,22,0,0,0,434,326,0,0,0,0,130,0,0,11,54
2024-09-25,Snacks,197,1,0,0,0,0,0,4,167,42,2,9,3,0,90,4,1
2024-09-26,Breakfast,468,25,8,5,10,0,982,375,668,23,2,16,34,0,19,15,26
2024-09-26,Dinner,953,47,18,0,0,0,414,610,406,12,3,7,118,0,8,15,44
2024-09-26,Lunch,324,2,1,0,0,0,66,143,210,28,6,13,47,2,60,37,4
2024-09-26,Snacks,117,1,0,0,0,0,0,0,0,24,0,0,2,0,0,0,0
2024-09-27,Breakfast,554,31,9,4,8,0,833,711,381,29,3,3,41,0,0,17,24
2024-09-27,Dinner,354,2,1,0,0,0,69,156,210,33,3,12,49,1,44,35,1
2024-09-27,Lunch,750,32,10,1,7,1,292,914,1168,38,3,18,78,2,8,9,31
2024-09-27,Snacks,466,19,9,2,4,0,12,372,396,64,12,3,20,1,0,6,11
2024-09-28,Breakfast,378,25,8,5,10,0,982,375,364,2,0,1,33,0,0,15,26
2024-09-28,Lunch,333,5,0,0,0,0,10,151,501,29,4,18,48,1,98,20,4
2024-09-28,Snacks,160,4,2,0,0,0,0,80,0,32,2,14,4,0,0,4,22
2024-09-29,Breakfast,1759,79,30,5,10,0,1424,1124,1509,61,7,34,196,15,124,80,87
2024-09-30,Breakfast,2008,81,29,5,10,0,1382,1740,1644,134,36,51,208,30,128,188,89
2024-10-01,Breakfast,673,43,16,5,12,0,1015,1273,807,33,28,1,59,453,33,142,38
2024-10-01,Dinner,297,5,2,0,0,0,90,292,401,29,1,24,35,0,5,19,2
2024-10-01,Lunch,603,18,9,2,5,0,162,535,1585,38,17,10,102,0,19,15,23
2024-10-01,Snacks,328,3,1,0,0,0,0,43,282,72,4,25,6,0,76,8,12
2024-10-02,Breakfast,674,43,16,5,12,0,1015,1275,818,33,28,1,59,465,34,142,38
2024-10-02,Dinner,467,10,2,0,0,0,54,182,576,52,3,33,46,0,8,32,6
2024-10-02,Lunch,615,24,9,1,10,1,225,340,1605,16,5,8,89,2,16,10,37
2024-10-02,Snacks,357,3,1,0,0,0,0,43,282,78,5,27,6,0,101,8,12
2024-10-03,Breakfast,669,43,16,5,12,0,1015,1258,695,32,27,1,58,328,23,140,35
2024-10-03,Dinner,159,0,0,0,0,0,10,57,401,22,1,20,19,0,5,19,2
2024-10-03,Lunch,748,26,10,2,10,2,295,419,1914,16,5,8,127,2,19,11,42
2024-10-03,Snacks,397,10,2,0,0,0,0,75,360,71,5,23,8,0,76,7,4
2024-10-04,Breakfast,891,51,16,5,12,0,1014,1292,690,71,29,17,61,325,23,136,35
2024-10-04,Dinner,522,13,3,0,0,0,158,562,412,43,3,21,61,0,82,32,5
2024-10-04,Lunch,451,4,1,1,1,0,201,331,1430,16,5,8,109,0,21,10,18
2024-10-04,Snacks,260,8,2,0,0,0,7,217,110,41,3,11,4,1,0,2,6
2024-10-05,Snacks,200,8,5,0,0,0,45,240,130,21,1,14,10,0,0,11,13
2024-10-06,Breakfast,383,5,1,0,0,0,70,305,1121,42,8,23,49,0,83,37,12
2024-10-06,Dinner,1192,31,11,2,4,1,341,1342,1489,98,27,28,185,0,11,107,37
2024-10-06,Snacks,45,0,0,0,0,0,0,2,141,11,2,9,1,0,38,3,1
2024-10-07,Breakfast,624,43,16,5,12,0,1010,1058,665,30,27,1,49,313,23,120,35
2024-10-07,Dinner,787,26,10,2,10,2,300,450,1977,17,4,9,135,2,20,19,41
2024-10-07,Lunch,200,2,0,0,0,0,0,373,282,45,4,19,4,0,76,6,7
2024-10-07,Snacks,267,5,1,0,0,0,0,170,0,53,0,13,3,0,0,0,6
2024-10-08,Breakfast,734,43,16,5,12,0,1010,1058,665,53,27,1,51,313,23,120,35
2024-10-08,Dinner,787,26,10,2,10,2,300,450,1977,17,4,9,135,2,20,19,41
2024-10-08,Lunch,165,2,0,0,0,0,0,555,0,33,2,2,5,0,0,0,9
2024-10-08,Snacks,290,9,5,0,0,0,45,243,412,44,4,32,11,0,76,17,14
2024-10-09,Breakfast,722,42,15,5,11,0,958,1038,646,55,27,1,49,313,23,119,34
2024-10-09,Dinner,1011,26,10,2,10,2,300,462,2817,53,9,31,139,2,213,27,50
2024-10-09,Snacks,325,9,5,0,0,0,45,243,530,52,5,39,12,0,88,18,15
2024-10-10,Breakfast,765,36,13,7,11,0,1146,1030,989,55,5,7,57,344,26,73,39
2024-10-10,Dinner,1054,40,17,2,12,2,328,1177,2319,63,35,13,153,2,235,161,45
2024-10-10,Snacks,304,9,5,0,0,0,45,240,483,47,4,36,12,0,36,12,15
2024-10-11,Breakfast,760,36,13,7,11,0,1146,1030,989,54,5,7,57,344,26,73,39
2024-10-11,Dinner,1082,41,17,2,12,2,328,1181,2627,70,34,16,154,2,20,166,49
2024-10-11,Snacks,436,15,5,0,0,0,61,400,642,63,5,46,15,1,48,13,16
2024-10-12,Breakfast,760,36,13,7,11,0,1146,1030,989,54,5,7,57,344,26,73,39
2024-10-12,Dinner,524,9,5,1,1,0,178,631,1923,35,6,18,95,0,20,27,19
2024-10-12,Lunch,232,5,3,0,0,0,16,153,555,22,7,6,27,0,0,46,13
2024-10-12,Snacks,428,11,5,0,0,0,65,553,390,43,3,15,42,0,0,76,24
2024-10-13,Dinner,1429,78,29,6,11,0,1470,1278,1024,47,32,4,158,344,38,154,99
2024-10-13,Snacks,520,12,6,0,0,0,68,885,1056,51,6,15,52,0,15,91,13
2024-10-14,Breakfast,785,36,13,7,11,0,1146,1030,989,59,5,7,57,344,26,73,39
2024-10-14,Dinner,937,47,20,1,2,0,286,1026,820,59,35,10,98,0,27,155,52
2024-10-14,Snacks,360,11,5,0,0,0,65,460,390,26,3,15,40,0,0,76,23
2024-10-15,Breakfast,747,36,13,7,11,0,1146,986,682,52,4,7,55,0,0,68,30
2024-10-15,Dinner,896,31,12,2,10,2,295,965,2249,59,36,10,139,2,36,134,62
2024-10-15,Lunch,497,9,4,0,0,0,49,251,1179,70,12,31,41,0,112,38,18
2024-10-15,Snacks,200,8,5,0,0,0,45,240,130,21,1,14,10,0,0,11,13
2024-10-16,Breakfast,429,29,9,6,11,0,1116,426,414,2,0,1,38,0,0,17,29
2024-10-16,Dinner,778,11,4,2,2,1,296,982,2175,59,36,10,173,0,41,134,44
2024-10-16,Lunch,600,18,3,0,0,0,0,399,1266,105,3,0,12,3,3,9,36
2024-10-16,Snacks,150,5,1,0,0,0,0,105,94,24,3,10,2,0,0,2,4
2024-10-17,Breakfast,540,31,10,7,11,0,1116,710,1013,27,6,4,44,581,44,64,44
2024-10-17,Dinner,934,31,12,2,10,2,300,982,2303,60,35,12,148,2,34,143,62
2024-10-17,Lunch,200,6,1,0,0,0,0,133,422,35,1,0,4,1,1,3,12
2024-10-17,Snacks,275,6,1,0,0,0,0,105,94,50,3,10,4,0,0,2,4
2024-10-18,Breakfast,788,37,13,7,11,0,1146,1080,1346,59,7,8,59,744,56,80,48
2024-10-18,Dinner,1030,32,12,2,10,2,300,1062,2802,78,45,18,153,2,34,151,73
2024-10-18,Snacks,310,8,2,0,0,0,20,325,354,29,5,11,32,0,0,67,14
2024-10-19,Breakfast,578,30,10,6,11,0,1116,520,1078,32,3,2,43,744,56,29,47
2024-10-19,Dinner,336,4,1,0,0,0,69,222,493,23,3,9,54,0,56,35,9
2024-10-19,Lunch,765,27,7,0,0,0,315,737,1701,70,23,8,78,419,70,73,41
2024-10-19,Snacks,205,8,2,0,0,0,6,175,94,32,3,14,2,2,0,2,6
2024-10-20,Breakfast,535,29,9,6,11,0,1121,634,844,18,3,8,49,15,98,40,32
2024-10-20,Snacks,642,32,10,0,0,0,45,1130,0,71,2,0,18,6,0,25,10
2024-10-21,Dinner,1550,66,25,9,21,2,1446,2011,3004,84,37,15,200,458,51,213,83
2024-10-21,Snacks,363,4,1,0,0,0,20,220,566,50,4,16,32,0,19,66,10
2024-10-22,Breakfast,160,3,1,0,0,0,20,220,260,5,2,1,30,0,0,65,10
2024-10-22,Dinner,1550,66,25,9,21,2,1446,2011,3004,84,37,15,200,458,51,213,83
2024-10-22,Snacks,259,6,0,0,3,0,0,65,105,48,2,10,4,0,0,2,6
2024-10-23,Breakfast,639,36,13,7,11,0,1146,986,682,29,4,7,54,0,0,68,30
2024-10-23,Dinner,998,41,17,2,14,2,322,1042,2638,54,33,8,127,461,46,145,80
2024-10-23,Snacks,201,1,0,0,0,0,0,0,346,45,2,17,2,0,21,1,0
2024-10-24,Breakfast,802,37,13,6,11,0,1166,996,862,33,2,6,81,0,0,95,39
2024-10-24,Dinner,431,8,3,1,1,0,148,756,924,45,30,4,90,0,12,125,13
2024-10-24,Lunch,412,9,4,0,0,0,69,270,600,34,4,9,55,0,56,46,11
2024-10-24,Snacks,150,5,0,0,3,0,0,65,105,25,2,10,2,0,0,2,6
2024-10-25,Breakfast,697,34,13,6,11,0,1146,776,602,39,0,5,52,0,0,30,29
2024-10-25,Dinner,431,8,3,1,1,0,148,756,924,45,30,4,90,0,12,125,13
2024-10-25,Lunch,404,9,4,0,0,0,69,254,573,33,4,9,54,0,56,45,10
2024-10-25,Snacks,310,7,0,0,3,0,60,425,425,44,2,24,20,0,0,2,10
2024-10-26,Dinner,365,8,3,1,3,0,102,198,1561,31,7,18,45,0,368,17,28
2024-10-26,Snacks,150,4,1,0,0,0,0,170,0,29,0,13,1,0,0,0,6
2024-10-27,Breakfast,429,29,9,6,11,0,1116,426,414,2,0,1,38,0,0,17,29
2024-10-27,Dinner,429,17,7,1,7,1,143,251,1678,20,5,10,50,4,52,8,36
2024-10-27,Lunch,603,13,6,1,1,0,185,1333,1300,51,29,7,115,313,29,153,19
2024-10-27,Snacks,130,7,4,0,0,0,15,0,20,17,1,11,1,0,0,1,2
2024-10-28,Breakfast,560,34,13,6,11,0,1146,814,870,10,1,5,51,300,23,35,36
2024-10-28,Dinner,885,24,10,2,7,1,297,990,2498,60,33,12,151,4,57,142,47
2024-10-28,Snacks,264,5,0,0,3,0,0,68,420,55,4,36,3,0,9,4,9
2024-10-29,Breakfast,577,34,13,6,11,0,1150,864,897,11,1,6,53,300,23,37,36
2024-10-29,Dinner,518,21,9,1,7,1,151,719,934,43,28,3,66,2,0,133,31
2024-10-29,Lunch,373,4,1,1,1,0,148,279,1624,22,6,11,82,2,59,9,17
2024-10-29,Snacks,421,11,1,0,3,0,0,258,568,72,5,34,11,0,8,4,16
2024-10-30,Breakfast,446,29,9,6,11,0,1116,487,693,5,1,1,39,313,23,22,37
2024-10-30,Dinner,465,21,9,1,7,1,143,690,802,38,28,0,57,2,0,122,31
2024-10-30,Lunch,407,4,1,1,1,0,148,295,2146,30,8,15,84,4,99,11,21
2024-10-30,Snacks,553,16,1,0,0,0,7,875,331,83,3,30,19,0,105,19,19
2024-10-31,Breakfast,606,39,15,6,11,0,1156,847,693,7,1,2,53,313,23,52,37
2024-10-31,Dinner,733,27,11,1,8,1,187,890,2624,70,36,17,85,7,94,141,49
2024-10-31,Lunch,326,4,1,0,0,0,69,222,392,26,2,12,50,0,37,33,8
2024-10-31,Snacks,70,4,2,0,0,0,0,5,0,8,0,7,1,0,0,2,2
2024-11-01,Dinner,1236,33,10,4,15,1,488,687,3825,23,10,10,238,321,111,20,71
2024-11-02,Breakfast,480,27,10,0,0,0,285,890,0,30,4,2,21,10,2,30,15
2024-11-03,Dinner,1756,666,43,8,21,0,1399,1326,1796,70,42,10,131,0,228,149,41
2024-11-04,Breakfast,785,36,13,6,11,0,1137,745,1287,43,10,14,77,0,58,76,54
2024-11-04,Dinner,526,21,9,1,7,1,143,793,1282,52,32,7,59,2,15,127,33
2024-11-04,Lunch,482,17,3,3,10,0,148,218,1551,17,10,3,85,0,224,10,19
2024-11-04,Snacks,250,8,3,0,0,0,2,210,0,43,0,23,3,0,0,5,6
2024-11-05,Breakfast,724,35,13,6,11,0,1132,684,1107,37,7,13,68,0,59,63,48
2024-11-05,Dinner,516,22,9,3,8,1,143,753,1282,44,29,7,58,2,15,15,36
2024-11-05,Lunch,436,17,3,3,10,0,148,173,1121,8,7,1,81,0,21,4,13
2024-11-05,Snacks,160,4,1,0,0,0,0,170,0,33,0,13,1,0,0,4,6
2024-11-06,Breakfast,724,35,13,6,11,0,1132,684,1107,37,7,13,68,0,59,63,48
2024-11-06,Dinner,526,22,9,3,8,1,143,953,1282,46,29,7,58,2,15,15,36
2024-11-06,Lunch,310,3,1,1,1,0,148,194,922,6,2,2,82,0,133,7,14
2024-11-06,Snacks,250,12,5,0,0,0,20,510,0,34,0,13,6,0,0,12,8
2024-11-07,Breakfast,296,7,3,0,0,0,16,258,698,35,7,12,31,0,61,46,19
2024-11-07,Dinner,526,22,9,3,8,1,143,953,1282,46,29,7,58,2,15,15,36
2024-11-07,Lunch,753,32,10,7,12,0,1264,634,1469,11,3,3,120,0,195,25,45
2024-11-07,Snacks,20,0,0,0,0,0,0,50,300,13,0,1,0,0,0,4,0
2024-11-08,Breakfast,377,7,3,0,0,0,16,289,700,51,7,12,33,0,61,46,19
2024-11-08,Dinner,545,22,9,3,8,1,143,984,1426,51,31,9,58,2,19,17,37
2024-11-08,Lunch,702,28,9,6,11,0,1130,583,1419,10,3,3,116,0,195,23,41
2024-11-08,Snacks,200,4,1,0,0,0,0,270,600,56,0,17,1,0,0,4,6
2024-11-09,Breakfast,355,7,3,0,0,0,15,296,652,46,7,8,32,0,0,44,18
2024-11-09,Snacks,248,6,0,1,0,0,0,84,992,55,10,29,6,3,392,7,9
2024-11-10,Breakfast,392,7,3,0,0,0,21,245,661,52,5,10,35,0,61,49,17
2024-11-10,Dinner,605,31,10,4,13,1,143,929,1442,48,32,6,59,2,21,15,37
2024-11-10,Lunch,658,28,9,6,11,0,1130,541,1015,2,0,1,112,0,5,17,36
2024-11-10,Snacks,446,8,3,0,0,0,0,268,1009,83,5,36,18,0,73,15,20
2024-11-11,Breakfast,390,7,3,0,0,0,21,244,655,52,5,10,35,0,58,49,17
2024-11-11,Dinner,656,34,10,5,15,1,143,960,1678,53,35,8,59,2,28,16,38
2024-11-11,Lunch,691,28,9,6,11,0,1130,572,1315,8,3,3,115,0,146,22,40
2024-11-11,Snacks,170,5,0,0,0,0,0,30,80,30,2,8,4,0,0,5,0
2024-11-12,Breakfast,456,10,4,1,1,0,21,247,828,60,9,10,39,0,64,53,27
2024-11-12,Dinner,765,20,8,2,7,1,291,433,2648,33,7,16,131,2,44,18,50
2024-11-12,Lunch,493,31,10,8,11,0,982,983,404,33,25,1,42,0,0,26,30
2024-11-12,Snacks,411,8,0,0,0,0,0,292,404,66,4,10,19,0,0,7,11
2024-11-13,Breakfast,353,4,1,1,1,0,21,246,600,41,6,6,39,0,0,40,21
2024-11-13,Dinner,703,19,7,2,7,1,291,470,2243,17,6,8,130,377,48,16,51
2024-11-13,Lunch,548,35,11,8,12,0,1116,1102,454,34,25,1,47,0,0,28,34
2024-11-13,Snacks,211,5,0,0,0,0,0,30,80,36,2,8,4,0,0,1,0
2024-11-14,Dinner,770,33,13,2,13,2,286,469,2467,17,6,7,98,523,54,18,74
2024-11-14,Lunch,633,36,12,8,12,0,1126,1477,642,39,25,5,59,0,0,38,34
2024-11-14,Snacks,396,4,1,0,0,0,20,231,587,57,4,25,33,0,32,66,11
2024-11-15,Dinner,832,33,13,2,13,2,286,446,2492,32,9,15,101,4,247,17,68
2024-11-15,Lunch,635,36,12,8,12,0,1126,1511,642,39,25,5,59,0,0,38,34
2024-11-15,Snacks,473,8,1,0,0,0,20,260,609,63,5,26,35,0,21,67,10
2024-11-16,Dinner,768,14,0,0,0,0,0,146,922,23,8,9,78,0,237,12,8
2024-11-16,Lunch,629,36,12,8,12,0,1126,1396,642,38,25,5,59,0,0,38,34
2024-11-16,Snacks,160,3,1,0,0,0,20,230,180,3,1,1,30,0,0,65,10
2024-11-17,Dinner,920,15,1,1,1,0,170,191,747,0,0,0,156,0,6,3,12
2024-11-17,Lunch,633,36,12,8,12,0,1126,1470,642,39,25,5,59,0,0,38,34
2024-11-17,Snacks,184,3,1,0,0,0,20,263,469,8,3,3,32,0,17,70,16
2024-11-18,Dinner,1008,17,1,1,1,0,171,241,1226,10,4,3,165,0,229,10,18
2024-11-18,Lunch,561,31,11,7,10,0,940,1393,573,39,25,5,52,0,0,35,29
2024-11-18,Snacks,160,3,1,0,0,0,20,230,180,3,1,1,30,0,0,65,10
2024-11-19,Dinner,935,47,16,3,22,2,313,383,2534,17,9,3,109,5,237,13,73
2024-11-19,Lunch,623,36,12,8,12,0,1125,1423,620,38,25,5,57,0,0,37,34
2024-11-19,Snacks,343,8,2,0,0,0,20,426,180,37,1,17,32,0,0,65,16
2024-11-20,Breakfast,275,1,0,0,0,0,25,117,587,37,7,23,33,0,56,33,8
2024-11-20,Dinner,851,43,15,2,19,2,313,378,2254,7,5,1,106,380,37,12,75
2024-11-20,Lunch,724,48,14,10,20,0,1122,1202,965,43,31,4,55,0,14,35,36
2024-11-20,Snacks,101,0,0,0,0,0,0,3,281,27,1,23,1,0,8,2,3
2024-11-21,Breakfast,380,3,0,0,0,0,35,292,842,38,8,21,54,0,57,55,19
2024-11-21,Dinner,413,4,1,1,1,0,212,277,1210,2,1,0,115,313,31,9,22
2024-11-21,Lunch,708,50,14,10,22,0,1116,1008,954,42,32,2,49,0,17,29,37
2024-11-21,Snacks,429,11,3,2,4,0,10,532,218,78,2,31,7,0,6,5,18
2024-11-22,Breakfast,387,2,0,0,0,0,35,311,841,41,6,23,53,0,63,55,19
2024-11-22,Dinner,316,3,1,1,1,0,161,220,985,2,1,0,87,313,29,8,19
2024-11-22,Lunch,543,35,11,8,12,0,1116,1000,454,33,25,1,47,0,0,28,34
2024-11-22,Snacks,566,10,1,2,2,0,20,410,950,80,11,6,47,0,0,70,36
2024-11-23,Breakfast,346,2,1,0,0,0,39,347,672,20,3,10,60,0,0,67,19
2024-11-23,Dinner,880,29,12,2,11,1,84,1027,991,116,14,6,39,63,5,26,37
2024-11-23,Lunch,595,35,11,8,12,0,1122,1056,836,38,26,4,55,313,23,41,42
2024-11-23,Snacks,249,5,1,0,0,0,0,170,0,50,0,13,2,0,0,0,6
2024-11-24,Breakfast,308,2,0,0,0,0,19,185,904,46,4,29,29,0,26,27,7
2024-11-24,Dinner,342,3,1,1,1,0,174,235,1044,2,1,0,94,313,29,8,20
2024-11-24,Lunch,757,49,16,11,18,0,1674,1207,661,34,25,2,66,0,0,36,48
2024-11-24,Snacks,1557,55,17,2,4,0,110,2670,180,116,14,14,75,10,6,89,45
2024-11-25,Breakfast,362,1,0,0,0,0,20,142,778,57,5,39,32,0,30,22,5
2024-11-25,Dinner,690,32,13,1,13,2,286,299,1524,0,0,0,95,4,0,5,59
2024-11-25,Lunch,665,41,13,11,13,0,1116,1560,773,65,51,1,57,313,23,44,46
2024-11-25,Snacks,162,1,0,0,0,0,0,0,0,34,0,0,2,0,0,0,0
2024-11-26,Breakfast,436,3,0,0,0,0,30,317,913,51,5,32,52,0,22,44,16
2024-11-26,Dinner,699,32,13,1,13,2,286,489,1524,2,0,0,95,4,0,5,59
2024-11-26,Lunch,542,35,11,8,12,0,1116,994,454,33,25,1,47,0,0,28,34
2024-11-26,Snacks,308,5,1,0,0,0,0,170,0,62,0,13,3,0,0,0,6
2024-11-27,Breakfast,452,3,0,0,0,0,30,317,979,55,5,35,52,0,26,44,16
2024-11-27,Dinner,809,38,15,4,14,2,286,996,1564,32,25,0,104,4,0,16,63
2024-11-27,Lunch,542,35,11,8,12,0,1116,994,454,33,25,1,47,0,0,28,34
2024-11-27,Snacks,298,5,1,0,0,0,0,170,0,60,0,13,3,0,0,0,6
2024-11-28,Dinner,470,4,1,1,1,0,212,531,1381,15,4,7,115,0,21,8,17
2024-11-28,Lunch,551,32,11,7,12,0,1255,681,718,10,2,4,52,25,172,40,35
2024-11-28,Snacks,481,20,5,4,9,0,67,224,93,69,2,23,7,0,0,2,7
2024-11-29,Breakfast,605,5,1,1,1,0,40,421,955,66,8,23,73,0,3,56,29
2024-11-29,Dinner,177,2,1,1,1,0,93,105,411,0,0,0,50,0,3,2,6
2024-11-29,Lunch,652,41,13,11,13,0,1116,1494,494,63,50,1,56,0,0,39,38
2024-11-29,Snacks,313,4,1,0,0,0,20,230,180,35,1,1,32,0,0,65,10
2024-11-30,Breakfast,278,2,0,0,0,0,27,274,573,26,4,13,40,0,3,47,14
2024-11-30,Dinner,534,3,1,1,1,0,148,294,1928,58,8,7,86,0,105,9,23
2024-11-30,Lunch,700,41,13,11,13,0,1121,1741,524,65,50,1,65,15,0,59,38
2024-11-30,Snacks,464,8,2,0,0,0,20,400,180,64,1,14,33,0,0,65,16
2024-12-01,Breakfast,267,2,0,0,0,0,25,262,557,25,4,13,38,0,3,43,13
2024-12-01,Dinner,1271,51,14,11,13,0,1121,1633,761,79,53,8,122,15,20,63,40
2024-12-01,Snacks,325,11,5,0,0,0,23,278,310,23,2,9,33,0,0,67,12
2024-12-02,Breakfast,267,2,0,0,0,0,25,262,557,25,4,13,38,0,3,43,13
2024-12-02,Dinner,593,3,1,1,1,0,148,191,2259,71,10,9,88,0,131,10,27
2024-12-02,Lunch,587,35,11,8,12,0,1121,1187,484,35,25,1,56,15,0,48,34
2024-12-02,Snacks,435,6,1,0,0,0,20,230,180,45,10,1,45,0,0,65,10
2024-12-03,Breakfast,290,3,0,0,0,0,26,311,616,27,5,14,41,0,3,45,15
2024-12-03,Dinner,703,3,1,1,1,0,148,178,1212,24,6,11,83,0,272,8,16
2024-12-03,Lunch,584,35,11,8,12,0,1121,1126,484,34,25,1,56,15,0,48,34
2024-12-03,Snacks,2250,80,39,0,0,0,185,1990,180,300,12,188,63,44,0,65,76
2024-12-04,Dinner,732,4,1,1,1,0,148,224,3005,105,19,19,92,31,544,19,38
2024-12-04,Lunch,811,45,15,10,16,0,1493,1488,1485,54,32,11,71,15,23,64,48
2024-12-04,Snacks,160,3,1,0,0,0,20,230,180,3,1,1,30,0,0,65,10
2024-12-05,Breakfast,320,3,1,0,0,0,30,313,625,30,5,16,46,0,4,55,16
2024-12-05,Dinner,566,16,3,2,9,0,148,206,1747,43,16,16,86,30,430,15,23
2024-12-05,Lunch,599,31,10,8,10,0,935,1290,1327,53,32,10,52,15,24,57,33
2024-12-05,Snacks,150,4,1,0,0,0,0,170,0,29,0,13,1,0,0,0,6
2024-12-06,Breakfast,282,1,1,0,0,0,35,216,501,22,4,13,47,0,3,65,13
